productId,category,material,craftType,quality,rawMaterialCost,laborCost,packagingCost,otherCost,totalCost,competitorPrice,averageMarketPrice,demandScore,sellingPrice
KS-PROD-0171,Woodcraft & Carvings,Rosewood,Wood Turning,Standard,420.0,990.0,140.0,90.0,1640.0,2110.0,2080.0,1,1890.0
KS-PROD-0172,Textiles & Embroidery,Wool,Chikankari Stitching,Fine Heritage,280.0,280.0,90.0,40.0,690.0,1160.0,1080.0,6,920.0
KS-PROD-0173,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Standard,1550.0,1830.0,240.0,200.0,3820.0,6030.0,5770.0,5,4940.0
KS-PROD-0174,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,410.0,710.0,80.0,40.0,1240.0,2210.0,2240.0,10,1780.0
KS-PROD-0175,Home Decor & Brassware,Wrought Iron,Sand Casting,Fine Heritage,150.0,720.0,40.0,80.0,990.0,1450.0,1510.0,5,1260.0
KS-PROD-0176,Jewellery & Brassware,Silver Filigree,Lost-Wax Dokra Casting,Standard,2460.0,2720.0,120.0,150.0,5450.0,8320.0,8650.0,9,7140.0
KS-PROD-0177,Handloom & Sarees,Khadi,Zari Booti Work,Masterpiece,3220.0,4670.0,100.0,190.0,8180.0,11640.0,10700.0,3,9750.0
KS-PROD-0178,Bags & Accessories,Burlap,Jute Stitching,Fine Heritage,290.0,550.0,90.0,30.0,960.0,1660.0,1580.0,10,1320.0
KS-PROD-0179,Pottery & Terracotta,Terracotta,Terracotta Modelling,Standard,760.0,280.0,130.0,90.0,1260.0,2000.0,1830.0,3,1610.0
KS-PROD-0180,Jewellery & Brassware,Cast Brass,Lost-Wax Dokra Casting,Fine Heritage,2920.0,1540.0,250.0,90.0,4800.0,8760.0,8110.0,9,6750.0
KS-PROD-0181,Woodcraft & Carvings,Rosewood,Jaali Latticework,Standard,680.0,560.0,120.0,80.0,1440.0,1700.0,1730.0,3,1660.0
KS-PROD-0182,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,4820.0,5710.0,220.0,130.0,10880.0,12750.0,13600.0,2,12510.0
KS-PROD-0183,Woodcraft & Carvings,Rosewood,Jaali Latticework,Standard,150.0,610.0,90.0,50.0,900.0,1370.0,1300.0,6,1130.0
KS-PROD-0184,Pottery & Terracotta,Quartz Paste,Blue Pottery Glazing,Fine Heritage,750.0,390.0,60.0,50.0,1250.0,2200.0,2030.0,7,1710.0
KS-PROD-0185,Jewellery & Brassware,Cast Brass,Filigree,Fine Heritage,2240.0,1980.0,240.0,120.0,4580.0,8050.0,7820.0,8,6410.0
KS-PROD-0186,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,370.0,420.0,90.0,50.0,930.0,1520.0,1630.0,9,1290.0
KS-PROD-0187,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Masterpiece,2090.0,3970.0,110.0,180.0,6350.0,9080.0,9490.0,8,8000.0
KS-PROD-0188,Bags & Accessories,Golden Jute,Hand Braiding,Standard,280.0,380.0,60.0,20.0,740.0,1210.0,1240.0,8,1010.0
KS-PROD-0189,Pottery & Terracotta,Stoneware,Terracotta Modelling,Standard,630.0,800.0,50.0,50.0,1530.0,1830.0,1970.0,2,1760.0
KS-PROD-0190,Handloom & Sarees,Khadi,Pit Loom Weaving,Fine Heritage,2380.0,4100.0,210.0,200.0,6890.0,11360.0,10510.0,7,9050.0
KS-PROD-0191,Bags & Accessories,Burlap,Hand Braiding,Standard,370.0,450.0,70.0,60.0,950.0,1450.0,1320.0,6,1180.0
KS-PROD-0192,Home Decor & Brassware,Terracotta,Sand Casting,Standard,400.0,590.0,60.0,60.0,1110.0,1870.0,1750.0,7,1490.0
KS-PROD-0193,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,210.0,570.0,80.0,30.0,890.0,1560.0,1430.0,7,1210.0
KS-PROD-0194,Pottery & Terracotta,Terracotta,Wheel Pottery,Standard,220.0,280.0,110.0,80.0,690.0,740.0,800.0,1,790.0
KS-PROD-0195,Bags & Accessories,Cotton Canvas,Jute Stitching,Standard,160.0,600.0,50.0,70.0,880.0,1510.0,1470.0,10,1210.0
KS-PROD-0196,Textiles & Embroidery,Organic Cotton,Block Printing,Standard,490.0,380.0,60.0,40.0,970.0,1920.0,1780.0,9,1440.0
KS-PROD-0197,Woodcraft & Carvings,Rosewood,Wood Turning,Fine Heritage,230.0,720.0,110.0,60.0,1120.0,1800.0,1810.0,9,1500.0
KS-PROD-0198,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Standard,640.0,700.0,130.0,50.0,1520.0,2340.0,2160.0,3,1910.0
KS-PROD-0199,Home Decor & Brassware,Bell Metal,Sand Casting,Fine Heritage,250.0,300.0,80.0,80.0,710.0,1030.0,980.0,6,870.0
KS-PROD-0200,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,460.0,530.0,90.0,30.0,1110.0,2060.0,2020.0,10,1620.0
KS-PROD-0201,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,600.0,200.0,100.0,80.0,980.0,1380.0,1310.0,2,1180.0
KS-PROD-0202,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,320.0,500.0,60.0,50.0,930.0,1330.0,1350.0,6,1160.0
KS-PROD-0203,Bags & Accessories,Burlap,Jute Stitching,Masterpiece,450.0,820.0,90.0,40.0,1400.0,2140.0,1990.0,7,1750.0
KS-PROD-0204,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Masterpiece,1170.0,1240.0,90.0,40.0,2540.0,3700.0,3620.0,6,3150.0
KS-PROD-0205,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,510.0,460.0,80.0,60.0,1110.0,1790.0,1680.0,8,1450.0
KS-PROD-0206,Woodcraft & Carvings,Teak Wood,Wood Turning,Masterpiece,720.0,1740.0,100.0,70.0,2630.0,3450.0,3220.0,1,3020.0
KS-PROD-0207,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Fine Heritage,1460.0,3570.0,90.0,70.0,5190.0,7140.0,7230.0,4,6290.0
KS-PROD-0208,Bags & Accessories,Burlap,Jute Stitching,Standard,310.0,340.0,30.0,60.0,740.0,1260.0,1370.0,9,1060.0
KS-PROD-0209,Home Decor & Brassware,Terracotta,Sand Casting,Standard,310.0,260.0,70.0,40.0,680.0,970.0,980.0,6,840.0
KS-PROD-0210,Textiles & Embroidery,Wool,Block Printing,Masterpiece,310.0,720.0,50.0,70.0,1150.0,1620.0,1510.0,2,1370.0
KS-PROD-0211,Pottery & Terracotta,Clay,Terracotta Modelling,Fine Heritage,490.0,880.0,110.0,80.0,1560.0,1990.0,1990.0,2,1800.0
KS-PROD-0212,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Standard,190.0,560.0,80.0,50.0,880.0,1080.0,1160.0,5,1020.0
KS-PROD-0213,Jewellery & Brassware,Cast Brass,Lost-Wax Dokra Casting,Fine Heritage,1050.0,1930.0,100.0,170.0,3250.0,5400.0,5540.0,7,4480.0
KS-PROD-0214,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,500.0,270.0,100.0,60.0,930.0,1610.0,1640.0,9,1310.0
KS-PROD-0215,Handloom & Sarees,Khadi,Pit Loom Weaving,Standard,1720.0,3280.0,240.0,110.0,5350.0,7060.0,7280.0,6,6370.0
KS-PROD-0216,Bags & Accessories,Burlap,Jute Stitching,Fine Heritage,400.0,400.0,40.0,60.0,900.0,1330.0,1290.0,7,1120.0
KS-PROD-0217,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Fine Heritage,200.0,590.0,70.0,60.0,920.0,1260.0,1350.0,6,1140.0
KS-PROD-0218,Jewellery & Brassware,Copper Alloy,Hand Engraving,Fine Heritage,1350.0,1460.0,150.0,130.0,3090.0,4720.0,5100.0,9,4120.0
KS-PROD-0219,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Masterpiece,640.0,830.0,30.0,40.0,1540.0,2100.0,2060.0,2,1830.0
KS-PROD-0220,Bamboo & Cane Craft,Golden Cane,Split Cane Weaving,Standard,160.0,290.0,60.0,20.0,530.0,770.0,790.0,7,670.0
KS-PROD-0221,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Standard,2750.0,2440.0,180.0,120.0,5490.0,7670.0,7030.0,3,6460.0
KS-PROD-0222,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,290.0,650.0,90.0,80.0,1110.0,1460.0,1420.0,3,1290.0
KS-PROD-0223,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,490.0,590.0,50.0,60.0,1190.0,2250.0,2120.0,8,1730.0
KS-PROD-0224,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,310.0,710.0,40.0,80.0,1140.0,1610.0,1580.0,3,1390.0
KS-PROD-0225,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,540.0,230.0,90.0,70.0,930.0,1360.0,1400.0,8,1180.0
KS-PROD-0226,Jewellery & Brassware,Dokra Bronze,Filigree,Fine Heritage,3660.0,1410.0,250.0,120.0,5440.0,9320.0,8580.0,7,7320.0
KS-PROD-0227,Home Decor & Brassware,Pure Brass,Beaten Metal Hammering,Masterpiece,710.0,610.0,70.0,30.0,1420.0,2010.0,2040.0,4,1760.0
KS-PROD-0228,Pottery & Terracotta,Stoneware,Terracotta Modelling,Fine Heritage,270.0,430.0,70.0,80.0,850.0,1480.0,1450.0,9,1190.0
KS-PROD-0229,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,510.0,520.0,70.0,40.0,1140.0,1340.0,1380.0,1,1310.0
KS-PROD-0230,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Standard,1740.0,1960.0,210.0,130.0,4040.0,6050.0,6060.0,6,5150.0
KS-PROD-0231,Bags & Accessories,Embroidered Silk,Jute Stitching,Fine Heritage,150.0,590.0,30.0,40.0,810.0,1020.0,1070.0,2,940.0
KS-PROD-0232,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Fine Heritage,400.0,730.0,50.0,40.0,1220.0,1580.0,1520.0,3,1400.0
KS-PROD-0233,Home Decor & Brassware,Pure Brass,Sand Casting,Fine Heritage,420.0,410.0,80.0,30.0,940.0,1300.0,1220.0,2,1110.0
KS-PROD-0234,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Standard,450.0,500.0,140.0,70.0,1160.0,1830.0,1780.0,6,1510.0
KS-PROD-0235,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Fine Heritage,3080.0,4280.0,200.0,90.0,7650.0,14120.0,13560.0,10,11010.0
KS-PROD-0236,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Fine Heritage,180.0,400.0,40.0,40.0,660.0,1050.0,1060.0,10,880.0
KS-PROD-0237,Woodcraft & Carvings,Rosewood,Wood Turning,Masterpiece,930.0,1340.0,150.0,70.0,2490.0,3690.0,3870.0,8,3210.0
KS-PROD-0238,Bags & Accessories,Golden Jute,Hand Braiding,Standard,290.0,240.0,60.0,50.0,640.0,1030.0,1020.0,8,850.0
KS-PROD-0239,Bags & Accessories,Burlap,Jute Stitching,Standard,330.0,510.0,50.0,20.0,910.0,1220.0,1280.0,4,1100.0
KS-PROD-0240,Bags & Accessories,Burlap,Jute Stitching,Masterpiece,230.0,770.0,90.0,40.0,1130.0,1450.0,1450.0,1,1310.0
KS-PROD-0241,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Masterpiece,670.0,760.0,50.0,80.0,1560.0,2590.0,2410.0,8,2060.0
KS-PROD-0242,Handloom & Sarees,Khadi,Pit Loom Weaving,Standard,1370.0,3190.0,200.0,180.0,4940.0,8390.0,8830.0,10,6990.0
KS-PROD-0243,Woodcraft & Carvings,Teak Wood,Chisel Carving,Standard,520.0,760.0,110.0,40.0,1430.0,1920.0,1980.0,5,1720.0
KS-PROD-0244,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Standard,3480.0,3590.0,100.0,180.0,7350.0,9270.0,9480.0,4,8480.0
KS-PROD-0245,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Standard,330.0,270.0,60.0,50.0,710.0,940.0,890.0,2,820.0
KS-PROD-0246,Textiles & Embroidery,Wool,Block Printing,Fine Heritage,420.0,680.0,90.0,30.0,1220.0,2130.0,2040.0,8,1690.0
KS-PROD-0247,Handloom & Sarees,Khadi,Pit Loom Weaving,Fine Heritage,3780.0,3040.0,130.0,90.0,7040.0,12290.0,12030.0,9,9840.0
KS-PROD-0248,Bags & Accessories,Embroidered Silk,Jute Stitching,Standard,140.0,500.0,60.0,30.0,730.0,880.0,960.0,3,840.0
KS-PROD-0249,Home Decor & Brassware,Terracotta,Sand Casting,Masterpiece,340.0,840.0,90.0,30.0,1300.0,1840.0,1860.0,6,1600.0
KS-PROD-0250,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Masterpiece,540.0,1420.0,70.0,80.0,2110.0,2420.0,2410.0,2,2430.0
KS-PROD-0251,Woodcraft & Carvings,Teak Wood,Wood Turning,Masterpiece,680.0,400.0,80.0,40.0,1200.0,1960.0,1950.0,7,1610.0
KS-PROD-0252,Bamboo & Cane Craft,Rattan,Coiled Bamboo Weaving,Masterpiece,650.0,300.0,60.0,40.0,1050.0,1840.0,1740.0,7,1450.0
KS-PROD-0253,Woodcraft & Carvings,Teak Wood,Chisel Carving,Masterpiece,800.0,1290.0,70.0,50.0,2210.0,2990.0,3160.0,4,2700.0
KS-PROD-0254,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,460.0,210.0,40.0,60.0,770.0,1240.0,1270.0,6,1040.0
KS-PROD-0255,Woodcraft & Carvings,Teak Wood,Jaali Latticework,Masterpiece,320.0,1200.0,110.0,70.0,1700.0,2310.0,2220.0,1,2000.0
KS-PROD-0256,Jewellery & Brassware,Dokra Bronze,Filigree,Masterpiece,3370.0,4990.0,130.0,60.0,8550.0,11180.0,11890.0,4,10240.0
KS-PROD-0257,Bags & Accessories,Golden Jute,Jute Stitching,Fine Heritage,590.0,260.0,90.0,50.0,990.0,1440.0,1510.0,6,1260.0
KS-PROD-0258,Bags & Accessories,Golden Jute,Jute Stitching,Masterpiece,200.0,420.0,30.0,20.0,670.0,1080.0,1050.0,7,880.0
KS-PROD-0259,Home Decor & Brassware,Bell Metal,Beaten Metal Hammering,Standard,360.0,390.0,40.0,30.0,820.0,1000.0,1050.0,2,940.0
KS-PROD-0260,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Masterpiece,870.0,1620.0,120.0,30.0,2640.0,4640.0,4330.0,7,3630.0
KS-PROD-0261,Pottery & Terracotta,Terracotta,Wheel Pottery,Fine Heritage,280.0,1040.0,60.0,80.0,1460.0,1870.0,1790.0,3,1680.0
KS-PROD-0262,Pottery & Terracotta,Terracotta,Terracotta Modelling,Fine Heritage,610.0,1240.0,120.0,40.0,2010.0,3040.0,2820.0,3,2500.0
KS-PROD-0263,Handloom & Sarees,Silk Cotton,Zari Booti Work,Fine Heritage,1920.0,1370.0,200.0,140.0,3630.0,4690.0,4630.0,2,4190.0
KS-PROD-0264,Pottery & Terracotta,Stoneware,Blue Pottery Glazing,Standard,390.0,490.0,60.0,70.0,1010.0,1230.0,1220.0,2,1160.0
KS-PROD-0265,Pottery & Terracotta,Clay,Wheel Pottery,Standard,460.0,610.0,70.0,100.0,1240.0,1660.0,1530.0,1,1430.0
KS-PROD-0266,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Standard,270.0,470.0,50.0,20.0,810.0,1180.0,1130.0,6,1000.0
KS-PROD-0267,Pottery & Terracotta,Terracotta,Wheel Pottery,Masterpiece,1220.0,1790.0,60.0,60.0,3130.0,4680.0,4800.0,5,4020.0
KS-PROD-0268,Handloom & Sarees,Khadi,Pit Loom Weaving,Fine Heritage,1680.0,3310.0,130.0,140.0,5260.0,9100.0,8310.0,8,7100.0
KS-PROD-0269,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Standard,470.0,160.0,70.0,60.0,760.0,930.0,1010.0,1,880.0
KS-PROD-0270,Home Decor & Brassware,Wrought Iron,Sand Casting,Standard,310.0,260.0,60.0,20.0,650.0,850.0,910.0,3,780.0
KS-PROD-0271,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,610.0,240.0,40.0,30.0,920.0,1340.0,1310.0,7,1140.0
KS-PROD-0272,Home Decor & Brassware,Terracotta,Sand Casting,Fine Heritage,260.0,360.0,90.0,60.0,770.0,1090.0,1120.0,6,960.0
KS-PROD-0273,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Masterpiece,1700.0,1900.0,160.0,100.0,3860.0,5420.0,4960.0,2,4560.0
KS-PROD-0274,Bamboo & Cane Craft,Rattan,Split Cane Weaving,Fine Heritage,260.0,250.0,40.0,60.0,610.0,1030.0,960.0,10,820.0
KS-PROD-0275,Textiles & Embroidery,Organic Cotton,Kantha Needlework,Masterpiece,310.0,480.0,70.0,60.0,920.0,1350.0,1420.0,5,1180.0
KS-PROD-0276,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,280.0,510.0,40.0,20.0,850.0,1160.0,1090.0,4,1000.0
KS-PROD-0277,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Masterpiece,320.0,800.0,30.0,20.0,1170.0,1890.0,2020.0,8,1610.0
KS-PROD-0278,Textiles & Embroidery,Tussar Silk,Kantha Needlework,Fine Heritage,150.0,710.0,60.0,60.0,980.0,1500.0,1440.0,8,1240.0
KS-PROD-0279,Woodcraft & Carvings,Sandalwood,Chisel Carving,Standard,330.0,670.0,60.0,70.0,1130.0,1810.0,1860.0,10,1520.0
KS-PROD-0280,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,210.0,210.0,40.0,70.0,530.0,930.0,850.0,9,720.0
KS-PROD-0281,Pottery & Terracotta,Stoneware,Blue Pottery Glazing,Fine Heritage,580.0,1240.0,80.0,70.0,1970.0,2760.0,2900.0,6,2450.0
KS-PROD-0282,Textiles & Embroidery,Organic Cotton,Kantha Needlework,Fine Heritage,150.0,750.0,70.0,70.0,1040.0,1490.0,1590.0,4,1320.0
KS-PROD-0283,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Standard,330.0,590.0,60.0,80.0,1060.0,1360.0,1320.0,3,1220.0
KS-PROD-0284,Textiles & Embroidery,Tussar Silk,Chikankari Stitching,Masterpiece,370.0,630.0,40.0,80.0,1120.0,1740.0,1830.0,8,1490.0
KS-PROD-0285,Pottery & Terracotta,Clay,Wheel Pottery,Standard,540.0,270.0,100.0,50.0,960.0,1480.0,1570.0,10,1280.0
KS-PROD-0286,Woodcraft & Carvings,Sandalwood,Chisel Carving,Standard,250.0,920.0,60.0,40.0,1270.0,2510.0,2300.0,9,1880.0
KS-PROD-0287,Textiles & Embroidery,Wool,Chikankari Stitching,Standard,230.0,300.0,100.0,60.0,690.0,1260.0,1150.0,7,960.0
KS-PROD-0288,Textiles & Embroidery,Organic Cotton,Chikankari Stitching,Masterpiece,590.0,880.0,90.0,30.0,1590.0,2910.0,2950.0,10,2330.0
KS-PROD-0289,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,1250.0,4770.0,180.0,180.0,6380.0,10320.0,10030.0,10,8450.0
KS-PROD-0290,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Standard,230.0,190.0,50.0,40.0,510.0,720.0,690.0,2,620.0
KS-PROD-0291,Textiles & Embroidery,Wool,Kantha Needlework,Fine Heritage,230.0,580.0,50.0,70.0,930.0,1030.0,1030.0,1,1070.0
KS-PROD-0292,Home Decor & Brassware,Terracotta,Beaten Metal Hammering,Fine Heritage,570.0,390.0,60.0,70.0,1090.0,2050.0,1960.0,10,1590.0
KS-PROD-0293,Woodcraft & Carvings,Rosewood,Chisel Carving,Standard,340.0,550.0,150.0,40.0,1080.0,1480.0,1560.0,3,1330.0
KS-PROD-0294,Handloom & Sarees,Silk Cotton,Zari Booti Work,Masterpiece,5360.0,5690.0,200.0,110.0,11360.0,15460.0,15490.0,3,13630.0
KS-PROD-0295,Pottery & Terracotta,Clay,Terracotta Modelling,Standard,780.0,640.0,110.0,90.0,1620.0,2510.0,2590.0,9,2140.0
KS-PROD-0296,Bamboo & Cane Craft,Wild Bamboo,Coiled Bamboo Weaving,Fine Heritage,410.0,660.0,40.0,40.0,1150.0,1760.0,1650.0,7,1450.0
KS-PROD-0297,Bags & Accessories,Cotton Canvas,Jute Stitching,Standard,180.0,440.0,100.0,50.0,770.0,930.0,940.0,2,890.0
KS-PROD-0298,Bags & Accessories,Embroidered Silk,Jute Stitching,Masterpiece,490.0,360.0,90.0,40.0,980.0,1440.0,1440.0,8,1230.0
KS-PROD-0299,Jewellery & Brassware,Dokra Bronze,Hand Engraving,Masterpiece,1500.0,5010.0,190.0,60.0,6760.0,10780.0,10840.0,6,8990.0
KS-PROD-0300,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Masterpiece,410.0,610.0,90.0,50.0,1160.0,1500.0,1610.0,4,1390.0
KS-PROD-0301,Pottery & Terracotta,Terracotta,Wheel Pottery,Fine Heritage,330.0,1480.0,150.0,90.0,2050.0,2320.0,2480.0,3,2360.0
KS-PROD-0302,Home Decor & Brassware,Terracotta,Sand Casting,Masterpiece,310.0,870.0,90.0,20.0,1290.0,2080.0,2040.0,7,1710.0
KS-PROD-0303,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Masterpiece,3850.0,3910.0,150.0,110.0,8020.0,11120.0,10850.0,3,9630.0
KS-PROD-0304,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Standard,2920.0,3590.0,230.0,180.0,6920.0,9860.0,9790.0,5,8510.0
KS-PROD-0305,Bags & Accessories,Golden Jute,Jute Stitching,Fine Heritage,330.0,540.0,80.0,40.0,990.0,1650.0,1680.0,7,1360.0
KS-PROD-0306,Bamboo & Cane Craft,Wild Bamboo,Split Cane Weaving,Fine Heritage,570.0,200.0,90.0,40.0,900.0,1500.0,1400.0,5,1200.0
KS-PROD-0307,Handloom & Sarees,Mulberry Silk,Pit Loom Weaving,Fine Heritage,4290.0,2840.0,220.0,90.0,7440.0,11140.0,11900.0,7,9740.0
KS-PROD-0308,Bags & Accessories,Cotton Canvas,Hand Braiding,Masterpiece,460.0,590.0,60.0,20.0,1130.0,1440.0,1370.0,3,1300.0
KS-PROD-0309,Home Decor & Brassware,Terracotta,Sand Casting,Standard,180.0,520.0,90.0,30.0,820.0,1190.0,1210.0,8,1030.0
KS-PROD-0310,Bamboo & Cane Craft,Seagrass,Split Cane Weaving,Fine Heritage,380.0,540.0,40.0,20.0,980.0,1470.0,1470.0,6,1250.0
KS-PROD-0311,Bags & Accessories,Embroidered Silk,Hand Braiding,Standard,440.0,270.0,90.0,30.0,830.0,940.0,990.0,1,950.0
KS-PROD-0312,Bamboo & Cane Craft,Golden Cane,Coiled Bamboo Weaving,Masterpiece,280.0,690.0,70.0,70.0,1110.0,1260.0,1340.0,1,1280.0
KS-PROD-0313,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Fine Heritage,680.0,1430.0,120.0,80.0,2310.0,3260.0,3300.0,5,2850.0
KS-PROD-0314,Textiles & Embroidery,Wool,Block Printing,Standard,290.0,450.0,90.0,40.0,870.0,1100.0,1000.0,2,1000.0
KS-PROD-0315,Textiles & Embroidery,Linen,Block Printing,Masterpiece,220.0,280.0,100.0,60.0,660.0,950.0,910.0,5,810.0
KS-PROD-0316,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Masterpiece,4440.0,5720.0,220.0,170.0,10550.0,17590.0,17990.0,10,14560.0
KS-PROD-0317,Woodcraft & Carvings,Sheesham Wood,Wood Turning,Fine Heritage,1000.0,620.0,90.0,60.0,1770.0,2410.0,2190.0,1,2040.0
KS-PROD-0318,Bamboo & Cane Craft,Seagrass,Coiled Bamboo Weaving,Masterpiece,490.0,780.0,90.0,60.0,1420.0,2180.0,2290.0,9,1880.0
KS-PROD-0319,Woodcraft & Carvings,Sandalwood,Chisel Carving,Fine Heritage,290.0,620.0,130.0,80.0,1120.0,1760.0,1630.0,3,1430.0
KS-PROD-0320,Handloom & Sarees,Mulberry Silk,Zari Booti Work,Standard,2810.0,1850.0,210.0,100.0,4970.0,7360.0,7330.0,5,6270.0
KS-PROD-0321,Handloom & Sarees,Khadi,Pit Loom Weaving,Masterpiece,3680.0,5930.0,90.0,180.0,9880.0,15960.0,15310.0,9,13000.0
KS-PROD-0322,Jewellery & Brassware,Copper Alloy,Lost-Wax Dokra Casting,Standard,1170.0,1520.0,150.0,140.0,2980.0,4820.0,4480.0,8,3870.0
KS-PROD-0323,Woodcraft & Carvings,Sheesham Wood,Jaali Latticework,Fine Heritage,700.0,520.0,110.0,30.0,1360.0,1960.0,1850.0,5,1650.0
KS-PROD-0324,Woodcraft & Carvings,Rosewood,Chisel Carving,Standard,550.0,850.0,90.0,100.0,1590.0,2270.0,2230.0,7,1950.0
KS-PROD-0325,Textiles & Embroidery,Tussar Silk,Block Printing,Masterpiece,270.0,700.0,70.0,30.0,1070.0,1450.0,1550.0,6,1310.0
KS-PROD-0326,Jewellery & Brassware,Dokra Bronze,Lost-Wax Dokra Casting,Standard,1610.0,1800.0,200.0,140.0,3750.0,5820.0,5580.0,6,4800.0
KS-PROD-0327,Woodcraft & Carvings,Sandalwood,Jaali Latticework,Fine Heritage,800.0,510.0,140.0,90.0,1540.0,1860.0,1770.0,1,1770.0
KS-PROD-0328,Woodcraft & Carvings,Teak Wood,Wood Turning,Standard,530.0,410.0,90.0,80.0,1110.0,1370.0,1320.0,1,1280.0
KS-PROD-0329,Pottery & Terracotta,Clay,Blue Pottery Glazing,Standard,570.0,270.0,120.0,60.0,1020.0,1420.0,1470.0,7,1260.0
KS-PROD-0330,Woodcraft & Carvings,Teak Wood,Wood Turning,Masterpiece,870.0,830.0,120.0,80.0,1900.0,2950.0,2820.0,5,2430.0
KS-PROD-0331,Home Decor & Brassware,Pure Brass,Sand Casting,Fine Heritage,180.0,250.0,40.0,30.0,500.0,840.0,770.0,5,660.0
KS-PROD-0332,Textiles & Embroidery,Wool,Block Printing,Standard,120.0,370.0,40.0,80.0,610.0,800.0,870.0,6,740.0
KS-PROD-0333,Handloom & Sarees,Silk Cotton,Jacquard Weaving,Masterpiece,3310.0,5960.0,210.0,60.0,9540.0,13660.0,13190.0,2,11640.0
KS-PROD-0334,Bags & Accessories,Embroidered Silk,Hand Braiding,Fine Heritage,150.0,640.0,90.0,70.0,950.0,1480.0,1520.0,6,1260.0
KS-PROD-0335,Handloom & Sarees,Silk Cotton,Pit Loom Weaving,Standard,3100.0,2960.0,110.0,100.0,6270.0,10790.0,11140.0,8,8880.0
KS-PROD-0336,Handloom & Sarees,Chanderi Cotton,Zari Booti Work,Standard,1110.0,2140.0,160.0,180.0,3590.0,6420.0,6190.0,8,5070.0
KS-PROD-0337,Woodcraft & Carvings,Sheesham Wood,Chisel Carving,Masterpiece,960.0,1830.0,130.0,40.0,2960.0,5240.0,5130.0,10,4180.0
KS-PROD-0338,Bags & Accessories,Cotton Canvas,Hand Braiding,Fine Heritage,430.0,670.0,90.0,60.0,1250.0,1670.0,1660.0,3,1480.0
KS-PROD-0339,Home Decor & Brassware,Bell Metal,Sand Casting,Standard,200.0,290.0,80.0,60.0,630.0,1100.0,1150.0,10,910.0
KS-PROD-0340,Textiles & Embroidery,Tussar Silk,Block Printing,Masterpiece,610.0,570.0,80.0,60.0,1320.0,1920.0,1880.0,3,1640.0
KS-PROD-0341,Pottery & Terracotta,Clay,Blue Pottery Glazing,Standard,480.0,700.0,100.0,40.0,1320.0,2020.0,2060.0,8,1720.0
